Week of Week Ending Date,Jurisdiction of Occurrence,All Cause
"May 22, 2016",West Virginia,415
"May 29, 2016",West Virginia,406
"June 5, 2016",West Virginia,406
"June 12, 2016",West Virginia,413
"June 19, 2016",West Virginia,426
"June 26, 2016",West Virginia,389
"July 3, 2016",West Virginia,431
"July 10, 2016",West Virginia,398
"July 17, 2016",West Virginia,403
"July 24, 2016",West Virginia,415
"July 31, 2016",West Virginia,359
"August 7, 2016",West Virginia,383
"August 14, 2016",West Virginia,396
"August 21, 2016",West Virginia,379
"August 28, 2016",West Virginia,419
"September 4, 2016",West Virginia,420
"September 11, 2016",West Virginia,401
"September 18, 2016",West Virginia,434
"September 25, 2016",West Virginia,396
"October 2, 2016",West Virginia,432
"October 9, 2016",West Virginia,418
"October 16, 2016",West Virginia,414
"October 23, 2016",West Virginia,425
"October 30, 2016",West Virginia,436
"November 6, 2016",West Virginia,430
"November 13, 2016",West Virginia,408
"November 20, 2016",West Virginia,438
"November 27, 2016",West Virginia,436
"December 4, 2016",West Virginia,459
"December 11, 2016",West Virginia,464
"December 18, 2016",West Virginia,416
"December 25, 2016",West Virginia,458
"January 1, 2017",West Virginia,474
"January 8, 2017",West Virginia,513
"January 15, 2017",West Virginia,483
"January 22, 2017",West Virginia,458
"January 29, 2017",West Virginia,478
"February 5, 2017",West Virginia,460
"February 12, 2017",West Virginia,461
"February 19, 2017",West Virginia,466
"February 26, 2017",West Virginia,426
"March 5, 2017",West Virginia,437
"March 12, 2017",West Virginia,462
"March 19, 2017",West Virginia,480
"March 26, 2017",West Virginia,481
"April 2, 2017",West Virginia,468
"April 9, 2017",West Virginia,481
"April 16, 2017",West Virginia,422
"April 23, 2017",West Virginia,399
"April 30, 2017",West Virginia,424
"May 7, 2017",West Virginia,402
"May 14, 2017",West Virginia,392
"May 21, 2017",West Virginia,374
"May 28, 2017",West Virginia,407
"June 4, 2017",West Virginia,411
"June 11, 2017",West Virginia,387
"June 18, 2017",West Virginia,401
"June 25, 2017",West Virginia,383
"July 2, 2017",West Virginia,412
"July 9, 2017",West Virginia,401
"July 16, 2017",West Virginia,375
"July 23, 2017",West Virginia,394
"July 30, 2017",West Virginia,367
"August 6, 2017",West Virginia,359
"August 13, 2017",West Virginia,443
"August 20, 2017",West Virginia,424
"August 27, 2017",West Virginia,396
"September 3, 2017",West Virginia,404
"September 10, 2017",West Virginia,394
"September 17, 2017",West Virginia,393
"September 24, 2017",West Virginia,399
"October 1, 2017",West Virginia,439
"October 8, 2017",West Virginia,451
"October 15, 2017",West Virginia,417
"October 22, 2017",West Virginia,437
"October 29, 2017",West Virginia,430
"November 5, 2017",West Virginia,473
"November 12, 2017",West Virginia,460
"November 19, 2017",West Virginia,432
"November 26, 2017",West Virginia,419
"December 3, 2017",West Virginia,464
"December 10, 2017",West Virginia,491
"December 17, 2017",West Virginia,490
"December 24, 2017",West Virginia,490
"December 31, 2017",West Virginia,604
"January 7, 2018",West Virginia,585
"January 14, 2018",West Virginia,570
"January 21, 2018",West Virginia,475
"January 28, 2018",West Virginia,473
"February 4, 2018",West Virginia,499
"February 11, 2018",West Virginia,449
"February 18, 2018",West Virginia,425
"February 25, 2018",West Virginia,440
"March 4, 2018",West Virginia,466
"March 11, 2018",West Virginia,458
"March 18, 2018",West Virginia,472
"March 25, 2018",West Virginia,448
"April 1, 2018",West Virginia,443
"April 8, 2018",West Virginia,460
"April 15, 2018",West Virginia,433
"April 22, 2018",West Virginia,428
"April 29, 2018",West Virginia,460
"May 6, 2018",West Virginia,399
"May 13, 2018",West Virginia,436
"May 20, 2018",West Virginia,395
"May 27, 2018",West Virginia,441
"June 3, 2018",West Virginia,431
"June 10, 2018",West Virginia,416
"June 17, 2018",West Virginia,405
"June 24, 2018",West Virginia,416
"July 1, 2018",West Virginia,430
"July 8, 2018",West Virginia,407
"July 15, 2018",West Virginia,395
"July 22, 2018",West Virginia,408
"July 29, 2018",West Virginia,365
"August 5, 2018",West Virginia,403
"August 12, 2018",West Virginia,389
"August 19, 2018",West Virginia,379
"August 26, 2018",West Virginia,411
"September 2, 2018",West Virginia,428
"September 9, 2018",West Virginia,424
"September 16, 2018",West Virginia,421
"September 23, 2018",West Virginia,407
"September 30, 2018",West Virginia,426
"October 7, 2018",West Virginia,422
"October 14, 2018",West Virginia,412
"October 21, 2018",West Virginia,448
"October 28, 2018",West Virginia,456
"November 4, 2018",West Virginia,442
"November 11, 2018",West Virginia,408
"November 18, 2018",West Virginia,424
"November 25, 2018",West Virginia,432
"December 2, 2018",West Virginia,457
"December 9, 2018",West Virginia,448
"December 16, 2018",West Virginia,428
"December 23, 2018",West Virginia,458
"December 30, 2018",West Virginia,470
"January 6, 2019",West Virginia,468
"January 13, 2019",West Virginia,487
"January 20, 2019",West Virginia,494
"January 27, 2019",West Virginia,464
"February 3, 2019",West Virginia,434
"February 10, 2019",West Virginia,488
"February 17, 2019",West Virginia,409
"February 24, 2019",West Virginia,489
"March 3, 2019",West Virginia,453
"March 10, 2019",West Virginia,455
"March 17, 2019",West Virginia,469
"March 24, 2019",West Virginia,494
"March 31, 2019",West Virginia,467
"April 7, 2019",West Virginia,451
"April 14, 2019",West Virginia,451
"April 21, 2019",West Virginia,431
"April 28, 2019",West Virginia,437
"May 5, 2019",West Virginia,439
"May 12, 2019",West Virginia,414
"May 19, 2019",West Virginia,446
"May 26, 2019",West Virginia,455
"June 2, 2019",West Virginia,406
"June 9, 2019",West Virginia,441
"June 16, 2019",West Virginia,415
"June 23, 2019",West Virginia,455
"June 30, 2019",West Virginia,402
"July 7, 2019",West Virginia,401
"July 14, 2019",West Virginia,368
"July 21, 2019",West Virginia,442
"July 28, 2019",West Virginia,423
"August 4, 2019",West Virginia,383
"August 11, 2019",West Virginia,411
"August 18, 2019",West Virginia,393
"August 25, 2019",West Virginia,387
"September 1, 2019",West Virginia,419
"September 8, 2019",West Virginia,449
"September 15, 2019",West Virginia,398
"September 22, 2019",West Virginia,422
"September 29, 2019",West Virginia,437
"October 6, 2019",West Virginia,441
"October 13, 2019",West Virginia,469
"October 20, 2019",West Virginia,412
"October 27, 2019",West Virginia,445
"November 3, 2019",West Virginia,446
"November 10, 2019",West Virginia,414
"November 17, 2019",West Virginia,461
"November 24, 2019",West Virginia,418
"December 1, 2019",West Virginia,457
"December 8, 2019",West Virginia,461
"December 15, 2019",West Virginia,469
"December 22, 2019",West Virginia,413
"December 29, 2019",West Virginia,469
"January 5, 2020",West Virginia,490
"January 12, 2020",West Virginia,517
"January 19, 2020",West Virginia,437
"January 26, 2020",West Virginia,478
"February 2, 2020",West Virginia,475
"February 9, 2020",West Virginia,470
"February 16, 2020",West Virginia,464
"February 23, 2020",West Virginia,454
"March 1, 2020",West Virginia,481
"March 8, 2020",West Virginia,468
"March 15, 2020",West Virginia,467
"March 22, 2020",West Virginia,486
"March 29, 2020",West Virginia,446
"April 5, 2020",West Virginia,484
"April 12, 2020",West Virginia,360
"April 19, 2020",West Virginia,407
"April 26, 2020",West Virginia,422
"May 3, 2020",West Virginia,416
"May 10, 2020",West Virginia,425
"May 17, 2020",West Virginia,334
"May 24, 2020",West Virginia,295
"January 5, 2014",Washington,1082
"January 12, 2014",Washington,1068
"January 19, 2014",Washington,1033
"January 26, 2014",Washington,1030
"February 2, 2014",Washington,1027
"February 9, 2014",Washington,1064
"February 16, 2014",Washington,1038
"February 23, 2014",Washington,1075
"March 2, 2014",Washington,1096
"March 9, 2014",Washington,997
"March 16, 2014",Washington,976
"March 23, 2014",Washington,1023
"March 30, 2014",Washington,995
"April 6, 2014",Washington,963
"April 13, 2014",Washington,1009
"April 20, 2014",Washington,998
"April 27, 2014",Washington,978
"May 4, 2014",Washington,965
"May 11, 2014",Washington,927
"May 18, 2014",Washington,948
"May 25, 2014",Washington,972
"June 1, 2014",Washington,971
"June 8, 2014",Washington,981
"June 15, 2014",Washington,940
"June 22, 2014",Washington,927
"June 29, 2014",Washington,953
"July 6, 2014",Washington,915
"July 13, 2014",Washington,904
"July 20, 2014",Washington,941
"July 27, 2014",Washington,962
"August 3, 2014",Washington,970
"August 10, 2014",Washington,942
"August 17, 2014",Washington,907
"August 24, 2014",Washington,1000
"August 31, 2014",Washington,927
"September 7, 2014",Washington,929
"September 14, 2014",Washington,983
"September 21, 2014",Washington,918
"September 28, 2014",Washington,905
"October 5, 2014",Washington,1003
"October 12, 2014",Washington,1027
"October 19, 2014",Washington,947
"October 26, 2014",Washington,1010
"November 2, 2014",Washington,994
"November 9, 2014",Washington,1005
"November 16, 2014",Washington,1064
"November 23, 2014",Washington,1052
"November 30, 2014",Washington,1026
"December 7, 2014",Washington,1071
"December 14, 2014",Washington,1070
"December 21, 2014",Washington,1064
"December 28, 2014",Washington,1153
"January 4, 2015",Washington,1211
"January 11, 2015",Washington,1184
"January 18, 2015",Washington,1128
"January 25, 2015",Washington,1078
"February 1, 2015",Washington,1128
"February 8, 2015",Washington,1086
"February 15, 2015",Washington,1076
"February 22, 2015",Washington,1035
"March 1, 2015",Washington,1098
"March 8, 2015",Washington,1115
"March 15, 2015",Washington,1029
"March 22, 2015",Washington,1131
"March 29, 2015",Washington,1031
"April 5, 2015",Washington,1028
"April 12, 2015",Washington,996
"April 19, 2015",Washington,1082
"April 26, 2015",Washington,1047
"May 3, 2015",Washington,1093
"May 10, 2015",Washington,1095
"May 17, 2015",Washington,982
"May 24, 2015",Washington,997
"May 31, 2015",Washington,1045
"June 7, 2015",Washington,1021
"June 14, 2015",Washington,1033
"June 21, 2015",Washington,988
"June 28, 2015",Washington,1006
"July 5, 2015",Washington,1019
"July 12, 2015",Washington,1006
"July 19, 2015",Washington,1009
"July 26, 2015",Washington,959
"August 2, 2015",Washington,998
"August 9, 2015",Washington,928
"August 16, 2015",Washington,987
"August 23, 2015",Washington,987
"August 30, 2015",Washington,1014
"September 6, 2015",Washington,1055
"September 13, 2015",Washington,992
"September 20, 2015",Washington,984
"September 27, 2015",Washington,1015
"October 4, 2015",Washington,993
"October 11, 2015",Washington,988
"October 18, 2015",Washington,1024
"October 25, 2015",Washington,1053
"November 1, 2015",Washington,1017
"November 8, 2015",Washington,1053
"November 15, 2015",Washington,1015
"November 22, 2015",Washington,1071
"November 29, 2015",Washington,1128
"December 6, 2015",Washington,1142
"December 13, 2015",Washington,1050
"December 20, 2015",Washington,1085
"December 27, 2015",Washington,1080
"January 3, 2016",Washington,1153
"January 10, 2016",Washington,1092
"January 17, 2016",Washington,1155
"January 24, 2016",Washington,1092
"January 31, 2016",Washington,1085
"February 7, 2016",Washington,1069
"February 14, 2016",Washington,1119
"February 21, 2016",Washington,1148
"February 28, 2016",Washington,1086
"March 6, 2016",Washington,1121
"March 13, 2016",Washington,1098
"March 20, 2016",Washington,1111
"March 27, 2016",Washington,1097
"April 3, 2016",Washington,1041
"April 10, 2016",Washington,1063
"April 17, 2016",Washington,1084
"April 24, 2016",Washington,1001
"May 1, 2016",Washington,1087
"May 8, 2016",Washington,1022
"May 15, 2016",Washington,1051
"May 22, 2016",Washington,989
"May 29, 2016",Washington,1040
"June 5, 2016",Washington,993
"June 12, 2016",Washington,966
"June 19, 2016",Washington,985
"June 26, 2016",Washington,1002
"July 3, 2016",Washington,977
"July 10, 2016",Washington,964
"July 17, 2016",Washington,976
"July 24, 2016",Washington,1067
"July 31, 2016",Washington,962
"August 7, 2016",Washington,954
"August 14, 2016",Washington,978
"August 21, 2016",Washington,960
"August 28, 2016",Washington,999
"September 4, 2016",Washington,989
"September 11, 2016",Washington,1021
"September 18, 2016",Washington,996
"September 25, 2016",Washington,1022
"October 2, 2016",Washington,1007
"October 9, 2016",Washington,1069
"October 16, 2016",Washington,1071
"October 23, 2016",Washington,991
"October 30, 2016",Washington,1026
"November 6, 2016",Washington,984
"November 13, 2016",Washington,1074
"November 20, 2016",Washington,1005
"November 27, 2016",Washington,1003
"December 4, 2016",Washington,1109
"December 11, 2016",Washington,1115
"December 18, 2016",Washington,1189
"December 25, 2016",Washington,1216
"January 1, 2017",Washington,1316
"January 8, 2017",Washington,1378
"January 15, 2017",Washington,1402
"January 22, 2017",Washington,1339
"January 29, 2017",Washington,1250
"February 5, 2017",Washington,1226
"February 12, 2017",Washington,1246
"February 19, 2017",Washington,1172
"February 26, 2017",Washington,1153
"March 5, 2017",Washington,1121
"March 12, 2017",Washington,1097
"March 19, 2017",Washington,1129
"March 26, 2017",Washington,1088
"April 2, 2017",Washington,1089
"April 9, 2017",Washington,1060
"April 16, 2017",Washington,1028
"April 23, 2017",Washington,999
"April 30, 2017",Washington,1089
"May 7, 2017",Washington,1006
"May 14, 2017",Washington,1071
"May 21, 2017",Washington,986
"May 28, 2017",Washington,1058
"June 4, 2017",Washington,1031
"June 11, 2017",Washington,924
"June 18, 2017",Washington,959
"June 25, 2017",Washington,1049
"July 2, 2017",Washington,1043
"July 9, 2017",Washington,984
"July 16, 2017",Washington,1004
"July 23, 2017",Washington,999
"July 30, 2017",Washington,1043
"August 6, 2017",Washington,1045
"August 13, 2017",Washington,1006
"August 20, 2017",Washington,1045
"August 27, 2017",Washington,1027
"September 3, 2017",Washington,996
"September 10, 2017",Washington,1008
"September 17, 2017",Washington,1038
"September 24, 2017",Washington,1081
"October 1, 2017",Washington,1051
"October 8, 2017",Washington,1028
"October 15, 2017",Washington,1009
"October 22, 2017",Washington,1092
"October 29, 2017",Washington,1086
"November 5, 2017",Washington,1091
"November 12, 2017",Washington,1064
"November 19, 2017",Washington,1106
"November 26, 2017",Washington,1138
"December 3, 2017",Washington,1039
"December 10, 2017",Washington,1152
"December 17, 2017",Washington,1154
"December 24, 2017",Washington,1213
"December 31, 2017",Washington,1220
"January 7, 2018",Washington,1301
"January 14, 2018",Washington,1204
"January 21, 2018",Washington,1213
"January 28, 2018",Washington,1149
"February 4, 2018",Washington,1145
"February 11, 2018",Washington,1126
"February 18, 2018",Washington,1119
"February 25, 2018",Washington,1222
"March 4, 2018",Washington,1130
"March 11, 2018",Washington,1166
"March 18, 2018",Washington,1186
"March 25, 2018",Washington,1097
"April 1, 2018",Washington,1166
"April 8, 2018",Washington,1155
"April 15, 2018",Washington,1062
"April 22, 2018",Washington,1057
"April 29, 2018",Washington,1052
"May 6, 2018",Washington,1058
"May 13, 2018",Washington,1067
"May 20, 2018",Washington,965
"May 27, 2018",Washington,1042
"June 3, 2018",Washington,1072
"June 10, 2018",Washington,1047
"June 17, 2018",Washington,1094
"June 24, 2018",Washington,1021
"July 1, 2018",Washington,1138
"July 8, 2018",Washington,1115
"July 15, 2018",Washington,1029
"July 22, 2018",Washington,1009
"July 29, 2018",Washington,1001
"August 5, 2018",Washington,1028
"August 12, 2018",Washington,1046
"August 19, 2018",Washington,955
"August 26, 2018",Washington,1034
"September 2, 2018",Washington,1085
"September 9, 2018",Washington,1017
"September 16, 2018",Washington,1010
"September 23, 2018",Washington,948
"September 30, 2018",Washington,1030
"October 7, 2018",Washington,1130
"October 14, 2018",Washington,1104
"October 21, 2018",Washington,1086
"October 28, 2018",Washington,1090
"November 4, 2018",Washington,1074
"November 11, 2018",Washington,1111
"November 18, 2018",Washington,1089
"November 25, 2018",Washington,1081
"December 2, 2018",Washington,1081
"December 9, 2018",Washington,1141
"December 16, 2018",Washington,1106
"December 23, 2018",Washington,1109
"December 30, 2018",Washington,1215
"January 6, 2019",Washington,1236
"January 13, 2019",Washington,1169
"January 20, 2019",Washington,1132
"January 27, 2019",Washington,1131
"February 3, 2019",Washington,1186
"February 10, 2019",Washington,1267
"February 17, 2019",Washington,1223
"February 24, 2019",Washington,1151
"March 3, 2019",Washington,1208
"March 10, 2019",Washington,1220
"March 17, 2019",Washington,1243
"March 24, 2019",Washington,1129
"March 31, 2019",Washington,1189
"April 7, 2019",Washington,1147
"April 14, 2019",Washington,1143
"April 21, 2019",Washington,1036
"April 28, 2019",Washington,1124
"May 5, 2019",Washington,1175
"May 12, 2019",Washington,1142
"May 19, 2019",Washington,1085
"May 26, 2019",Washington,1053
"June 2, 2019",Washington,1079
"June 9, 2019",Washington,1113
"June 16, 2019",Washington,1041
"June 23, 2019",Washington,1064
"June 30, 2019",Washington,1012
"July 7, 2019",Washington,1109
"July 14, 2019",Washington,1075
"July 21, 2019",Washington,1048
"July 28, 2019",Washington,1061
"August 4, 2019",Washington,1045
"August 11, 2019",Washington,1049
"August 18, 2019",Washington,1008
"August 25, 2019",Washington,1003
"September 1, 2019",Washington,1071
"September 8, 2019",Washington,992
"September 15, 2019",Washington,1036
"September 22, 2019",Washington,1038
"September 29, 2019",Washington,1069
"October 6, 2019",Washington,1110
"October 13, 2019",Washington,1084
"October 20, 2019",Washington,1166
"October 27, 2019",Washington,1150
"November 3, 2019",Washington,1128
"November 10, 2019",Washington,1115
"November 17, 2019",Washington,1073
"November 24, 2019",Washington,1090
"December 1, 2019",Washington,1157
"December 8, 2019",Washington,1140
"December 15, 2019",Washington,1185
"December 22, 2019",Washington,1114
"December 29, 2019",Washington,1183
"January 5, 2020",Washington,1244
"January 12, 2020",Washington,1221
"January 19, 2020",Washington,1193
"January 26, 2020",Washington,1197
"February 2, 2020",Washington,1176
"February 9, 2020",Washington,1177
"February 16, 2020",Washington,1114
"February 23, 2020",Washington,1131
"March 1, 2020",Washington,1205
"March 8, 2020",Washington,1162
"March 15, 2020",Washington,1220
"March 22, 2020",Washington,1290
"March 29, 2020",Washington,1298
"April 5, 2020",Washington,1292
"April 12, 2020",Washington,1238
"April 19, 2020",Washington,1220
"April 26, 2020",Washington,1142
"May 3, 2020",Washington,1198
"May 10, 2020",Washington,1129
"May 17, 2020",Washington,1096
"May 24, 2020",Washington,1036
"January 5, 2014",Virginia,1341
"January 12, 2014",Virginia,1254
"January 19, 2014",Virginia,1303
"January 26, 2014",Virginia,1348
"February 2, 2014",Virginia,1280
"February 9, 2014",Virginia,1290
"February 16, 2014",Virginia,1221
"February 23, 2014",Virginia,1210
"March 2, 2014",Virginia,1309
"March 9, 2014",Virginia,1251
"March 16, 2014",Virginia,1200
"March 23, 2014",Virginia,1242
"March 30, 2014",Virginia,1203
"April 6, 2014",Virginia,1148
"April 13, 2014",Virginia,1227
"April 20, 2014",Virginia,1180
"April 27, 2014",Virginia,1182
"May 4, 2014",Virginia,1219
"May 11, 2014",Virginia,1148
"May 18, 2014",Virginia,1184
"May 25, 2014",Virginia,1108
"June 1, 2014",Virginia,1120
"June 8, 2014",Virginia,1165
"June 15, 2014",Virginia,1137
"June 22, 2014",Virginia,1145
"June 29, 2014",Virginia,1137
"July 6, 2014",Virginia,1132
"July 13, 2014",Virginia,1138
"July 20, 2014",Virginia,1118
"July 27, 2014",Virginia,1105
"August 3, 2014",Virginia,1178
"August 10, 2014",Virginia,1108
"August 17, 2014",Virginia,1104
"August 24, 2014",Virginia,1065
"August 31, 2014",Virginia,1073
"September 7, 2014",Virginia,1157
"September 14, 2014",Virginia,1137
"September 21, 2014",Virginia,1172
"September 28, 2014",Virginia,1123
"October 5, 2014",Virginia,1166
"October 12, 2014",Virginia,1200
"October 19, 2014",Virginia,1181
